11162;10.000
11163;12.000
11164;6.000
11166;3.000
11167;3.000
11159;9.000
11169;24.000
11170;22.000
11171;31.000
11172;28.000
11173;34.000
11174;29.000
11175;27.000
11176;30.000
11168;30.000
13856;2.000
13857;3.000
13855;5.000
13803;8.000
13806;43.000
13807;58.000
13808;40.000
13809;39.000
13801;16.000
13810;48.000
13804;26.000
13811;28.000
13812;11.000
13805;31.000
13813;
13824;13.000
13825;15.000
13826;7.000
13827;19.000
13828;13.000
13821;7.000
13829;6.000
13822;3.000
13830;8.000
13823;1.000
13831;7.000
13844;12.000
13845;3.000
13846;15.000
13847;22.000
13848;26.000
13842;7.000
13849;29.000
13850;31.000
13843;6.000
13851;16.000
11420;1.000
11304;4.000
11305;18.000
11327;18.000
11306;32.000
11307;31.000
11308;31.000
11309;30.000
11310;24.000
11303;20.000
11312;9.000
11328;9.000
11329;11.000
11330;11.000
11313;4.000
11314;1.000
11315;6.000
11316;1.000
11311;7.000
11318;23.000
11331;20.000
11332;23.000
11333;24.000
11319;23.000
11320;21.000
11321;12.000
11322;17.000
11317;18.000
11102;19.000
11104;16.000
11134;
11100;6.000
11139;5.000
11138;5.000
11136;2.000
11101;6.000
11121;18.000
11131;19.000
11122;34.000
11132;23.000
11103;34.000
11123;22.000
11133;25.000
11124;28.000
11125;10.000
11135;12.000
11106;22.000
11126;5.000
11107;19.000
11127;17.000
11137;22.000
11130;28.000
11108;9.000
11128;16.000
11111;7.000
11048;5.000
11252;27.000
11245;47.000
11202;87.000
11203;26.000
11247;87.000
11204;52.000
11205;47.000
11206;14.000
11207;26.000
11246;57.000
11209;25.000
11248;24.000
11210;7.000
11249;15.000
11250;6.000
11211;4.000
11212;3.000
11213;39.000
11208;16.000
11215;26.000
11216;29.000
11217;17.000
11218;29.000
11251;23.000
11219;30.000
11220;30.000
11221;33.000
11214;21.000
;1.000
;3.000
11922;3.000
;5.000
11910;2.000
11901;-1.000
11902;1.000
11912;
11914;1.000
11907;3.000
11909;1.000
11905;3.000
11908;4.000
;3.000
;1.000
11464;1.000
;-1.000
15415;
15417;
23123;14.000
23122;46.000
23114;142.000
;8.000
11024;-6.000
;-7.000
;-1.000
10858;-3.000
;-1.000
;-2.000
;-3.000
11023;-4.000
11090;-5.000
11028;3.000
10887;8.000
10888;2.000
10889;5.000
10890;4.000
10891;5.000
10892;4.000
10893;5.000
10901;7.000
11027;1.000
10883;6.000
10884;2.000
;-1.000
10885;5.000
10886;4.000
10894;8.000
11029;5.000
11030;3.000
10895;-1.000
11032;1.000
;-1.000
;-1.000
11031;-2.000
;6.000
55213;2.000
55013;4.000
60011;3.000
56311;1.000
60161;1.000
56111;1.000
56111;1.000
60111;3.000
60111;5.000
57308;3.000
60258;3.000
57008;1.000
60208;1.000
55212;1.000
60060;1.000
55012;5.000
55012;2.000
60010;-1.000
56310;4.000
60160;3.000
56110;1.000
55214;2.000
60062;2.000
55014;2.000
56312;3.000
60162;1.000
56112;1.000
60259;1.000
57009;1.000
60260;1.000
57010;1.000
57010;1.000
;4.000
60210;1.000
56113;-1.000
60113;1.000
57311;1.000
55215;1.000
56314;-1.000
60114;-1.000
57312;1.000
60262;1.000
57012;-1.000
55203;1.000
60053;1.000
60003;1.000
60153;-1.000
56103;2.000
60103;2.000
55204;-1.000
60054;1.000
55004;3.000
56304;3.000
60154;3.000
56104;3.000
55205;2.000
60055;3.000
56305;-2.000
60155;3.000
56105;1.000
57303;2.000
60253;-1.000
55206;1.000
55006;4.000
60006;2.000
56306;5.000
60156;1.000
56106;2.000
57304;3.000
60254;2.000
60204;1.000
55207;13.000
55007;3.000
60007;6.000
56307;3.000
60157;5.000
60107;1.000
57305;-1.000
60255;2.000
57005;3.000
55208;7.000
60058;1.000
55008;7.000
60008;4.000
56308;5.000
60158;4.000
56108;2.000
60108;2.000
57306;1.000
60256;
57006;-1.000
57006;2.000
60059;4.000
55211;2.000
55011;11.000
56309;3.000
60159;5.000
56109;3.000
56109;-1.000
60159;-1.000
60109;2.000
;1.000
57007;1.000
;1.000
;-4.000
;4.000
59104;1.000
60403;-1.000
60405;6.000
59006;2.000
55004;1.000
60004;1.000
;-1.000
;1.000
;-2.000
;-1.000
47007;1.000
49347;5.000
49348;12.000
49340;15.000
49316;5.000
;8.000
49317;4.000
;-5.000
49341;2.000
49462;2.000
49427;
49440;1.000
49700;1.000
49701;1.000
49702;1.000
49042;3.000
49001;-2.000
;-2.000
;-3.000
;-1.000
;-2.000
49029;27.000
49027;1.000
49065;3.000
;-2.000
39819;61.000
39821;55.000
39823;45.000
39820;44.000
39826;78.000
39818;53.000
39827;81.000
39815;50.000
54144;35.000
;-3.000
54155;8.000
54168;7.000
54142;70.000
54154;25.000
54141;25.000
54145;6.000
;-2.000
54143;26.000
;22.000
11033;10.000
;-1.000
10899;7.000
10896;8.000
11034;5.000
10902;
;-1.000
10903;18.000
10897;3.000
10907;7.000
40109;687.000
40110;647.000
40126;2 400.000
40106;1 343.000
40111;1.000
40112;41.000
40125;2 470.000
40107;631.000
40127;660.000
40108;1 325.000
40114;1 209.500
40115;438.000
40116;505.000
;9.000
;-132.000
40103;26.400
23004;-2.000
;11.000
;8.000
;1.000
;-1.000
;-3.000
;10.000
;31.000
;1.000
;1.000
;1.000
;4.000
;1.000
;11.000
;10.000
;2.000
;11.000
;1.000
;3.000
;2.000
;2.000
;13.000
49318;196.000
49303;-71.000
49302;-42.000
49328;-24.000
49331;10.000
49332;5.000
49333;
49339;12.000
49337;20.000
49335;2.000
49338;20.000
49334;29.000
49336;20.000
49309;8.000
49315;74.000
49314;20.000
49346;36.000
49368;27.000
49366;20.000
49367;24.000
49365;22.000
49349;14.000
49362;58.000
49361;195.000
49360;156.000
;1.000
;1.000
;-1.000
49521;5.000
49520;4.000
;10.000
28122;1.000
28123;2.000
49322;6.000
49327;7.000
49313;5.000
49308;5.000
49323;7.000
49324;31.000
49319;4.000
49310;9.000
49325;2.000
49320;19.000
49311;11.000
;10.000
49312;7.000
49321;8.000
31802;2.000
;2.000
;2.000
;1.000
;-1.000
13870;7.000
13871;12.000
;56.000
27059;4.000
27058;16.000
11938;4.000
16030;162.000
16322;-2.000
16020;93.000
16021;131.000
32105;1.000
11801;18.000
;2.000
49182;26.000
49102;53.000
;7.000
;-6.000
49192;-4.000
49197;-4.000
49193;5.000
49194;-1.000
;20.000
18001;2.000
;12.000
18002;16.000
;4.000
18300;49.000
18312;6.000
18301;21.000
18302;22.000
18313;12.000
18303;7.000
18304;5.000
18210;1.000
;1.000
;1.000
;1.000
;45.000
;3.000
;6.000
;4.000
;129.000
;1.000
;4.000
;3.000
;1.000
;299.000
;4.000
;109.000
;4.000
;293.000
;1.000
;325.000
;31.000
49223;3.000
49615;9.000
49616;8.000
;-20.500
;6.490
;-100.400
28101;220.000
;90.000
28124;74.000
28125;39.000
28121;26.000
10945;1.000
11449;5.000
11450;2.000
11448;11.000
;-1.000
;-1.000
11423;33.000
11424;34.000
11401;13.000
11425;18.000
11426;45.000
11421;15.000
11403;31.000
11422;8.000
11404;30.000
11413;18.000
11428;11.000
11427;6.000
11402;27.000
11432;10.000
11433;20.000
11405;4.000
11434;32.000
11435;26.000
11429;5.000
11407;6.000
11451;6.000
11408;9.000
11436;38.000
11437;30.000
11406;7.000
;1.000
11442;18.000
11443;17.000
11409;2.000
11444;9.000
11445;5.000
11438;1.000
11411;20.000
11439;5.000
11412;18.000
11440;11.000
11446;14.000
11447;17.000
11410;8.000
;2.000
;12.000
;6.000
;-1.000
;-1.000
;-2.000
11695;9.000
11678;1.000
11635;2.000
11612;1.000
11659;4.000
11613;14.000
11614;8.000
11696;2.000
;-4.000
;2.000
11631;18.000
11632;37.000
11633;25.000
11634;64.000
;2.000
11599;8.000
11602;33.000
11600;6.000
11603;25.000
11630;6.000
11604;36.000
11638;13.000
11601;31.000
;-1.000
;-1.000
11611;-11.000
11693;8.000
11640;8.000
11641;16.000
11642;7.000
11643;19.000
11606;8.000
11694;2.000
11645;6.000
;-3.000
11605;2.000
11661;7.000
11607;16.000
11639;10.000
;-1.000
11657;2.000
11648;27.000
;-4.000
11649;14.000
11650;16.000
11651;23.000
11660;3.000
11609;27.000
;-1.000
11653;33.000
11628;1.000
11610;20.000
11655;2.000
11608;10.000
10910;4.000
11035;4.000
11036;4.000
11037;3.000
10912;1.000
11038;4.000
10914;3.000
10916;1.000
10917;2.000
;-1.000
11043;1.000
11044;2.000
10905;4.000
11041;4.000
10906;3.000
11042;4.000
10909;3.000
11040;-1.000
10904;3.000
10870;6.000
10871;3.000
11058;5.000
10879;3.000
10880;4.000
10881;5.000
11054;8.000
10874;2.000
10915;3.000
10875;4.000
10869;1.000
11055;4.000
10872;3.000
10873;3.000
11056;3.000
11057;3.000
10876;3.000
10877;2.000
11086;1.000
11059;1.000
;1.000
;-1.000
32930;5.000
38150;891.000
38151;340.000
38152;470.000
38153;475.000
;245.000
38501;-247.000
38101;892.000
38526;154.000
;100.000
38502;191.000
38102;1 640.000
38503;-17.000
38103;284.000
38522;18.000
38122;382.000
;660.000
38504;90.000
38104;3 000.000
38500;85.000
;410.000
38505;1 316.000
38105;2 132.000
38506;-341.000
38106;430.000
38507;124.000
38107;68.000
38108;141.000
38508;53.000
38512;-177.500
38112;128.000
38520;43.000
38120;156.000
38509;471.000
38109;1 155.000
38525;91.000
38119;59.000
38524;115.000
38510;-265.000
38110;979.000
;10.000
38511;172.500
38111;834.000
38513;236.000
38113;-57.000
38517;140.000
38117;65.000
38521;93.000
38121;81.000
38514;-77.000
38114;355.000
38523;-16.000
38515;273.000
38115;323.000
38516;100.000
38116;314.000
38131;411.000
38133;87.000
38132;620.000
38130;359.000
38118;523.000
38123;-111.000
38124;524.000
38125;1 097.000
;467.000
38541;63.000
;430.000
;-50.000
38546;670.000
;-1.000
38548;98.000
;200.000
38540;-55.000
;-34.000
;200.000
38542;40.000
;-8.000
38547;175.000
38543;23.000
38544;35.000
28380;3.000
;1.000
;1.000
49117;30.000
49116;10.000
49475;21.000
49565;28.000
49566;3.000
49567;15.000
49186;17.000
49187;15.000
49188;21.000
49189;9.000
49190;-2.000
49191;-1.000
49148;1.000
49165;4.000
49118;16.000
49119;14.000
49147;1.000
;-200.000
28932;73.000
28930;38.000
28931;26.000
28809;-5.000
28511;110.000
28510;6.000
28525;57.000
28803;10.000
;-8.000
29112;16.000
29113;34.000
;1.000
28530;20.000
28502;-8.000
29007;11.000
29016;4.000
29010;44.000
29019;1.000
29039;11.000
;1.000
29013;9.000
29022;25.000
29028;3.000
29050;4.000
29053;5.000
29051;2.000
29054;5.000
29052;1.000
29055;
28950;90.000
28951;62.000
28952;30.000
28953;34.000
28501;-9.000
28506;13.000
29033;20.000
29036;8.000
29034;4.000
29037;13.000
29035;12.000
29038;9.000
28301;108.000
28302;337.000
28300;77.000
28002;252.000
28367;33.000
28937;29.000
28938;33.000
28901;31.000
28902;14.000
28907;18.000
28908;2.000
28903;27.000
28904;11.000
28909;11.000
28905;3.000
;4.000
;7.000
28722;1.000
28701;72.000
28704;10.000
28753;9.000
28730;54.000
28729;3.000
28727;1.000
28731;3.000
28702;29.000
28797;2.000
28740;16.000
28732;1.000
28768;4.000
;1.000
;1.000
;-1.000
28332;112.000
28333;17.000
28336;26.000
28358;24.000
28361;8.000
28334;70.000
28335;6.000
28356;19.000
28337;15.000
;2.000
;24.000
;1.000
28313;55.000
28315;9.000
28314;48.000
28310;97.000
28312;12.000
28366;3.000
28311;45.000
28360;4.000
28379;10.000
28322;67.000
28653;28.000
28831;7.000
28658;6.000
28832;4.000
28650;2.000
28657;2.000
28654;17.000
28830;8.000
28659;4.000
28694;4.000
28651;2.000
28687;1.000
28655;3.000
28647;17.000
28649;20.000
28646;20.000
28648;16.000
28645;4.000
;-5.000
11270;1.000
11271;4.000
11272;5.000
11273;4.000
11274;3.000
11276;3.000
11236;5.000
11346;7.000
11345;-2.000
11237;5.000
11224;13.000
;2.000
11225;21.000
11226;10.000
;2.000
11235;12.000
11280;7.000
11281;6.000
;2.000
13865;1.000
13868;5.000
13864;2.000
13860;5.000
13867;7.000
;-2.000
13866;7.000
13862;7.000
13863;4.000
;-60.000
16317;8.000
16316;7.000
16318;6.000
28364;9.000
13908;5.000
13903;2.000
13904;1.000
13900;10.000
13901;4.000
13910;5.000
13902;3.000
13905;1.000
;-1.000
28007;83.000
28008;4.000
28601;29.000
28602;25.000
;2.000
;3 114.000
;0.800
;100.000
;1.000
;1.000
;2.000
;1.000
;1.000
;1.000
;2.000
;56.000
;2.000
;-1.000
16300;10.000
16301;41.000
16302;1.000
16601;8.000
;4.000
16625;1.000
;-2.000
11502;14.000
11525;23.000
11522;12.000
11536;18.000
11503;12.000
11526;16.000
11504;23.000
11527;67.000
11501;10.000
11506;15.000
11528;6.000
11523;48.000
11537;8.000
11507;4.000
11529;4.000
11508;15.000
11530;1.000
11505;67.000
11532;11.000
11533;10.000
11524;29.000
11538;10.000
11511;10.000
11534;7.000
11512;11.000
11535;7.000
11531;16.000
;2.000
16246;10.000
16245;5.000
16247;10.000
16260;5.000
16210;9.000
;-2.000
49003;-4.000
16602;33.000
16603;18.000
16604;19.000
16606;16.000
16621;2.000
16401;15.000
16403;21.000
16405;15.000
16404;19.000
16622;2.000
16607;42.000
16608;32.000
16609;52.000
16610;34.000
;-106.000
40203;-286.000
;2.000
;83 083.000
;21 874.000
36001;1.000
;4.000
49153;17.000
49142;23.000
54131;5.000
54110;5.000
54109;20.000
54137;22.000
54138;14.000
;-50.000
;-85.000
;-6.000
;5.000
;100.000
54123;-92.000
;5.000
;1 618.000
;-35.000
;8.000
;787.000
;2.000
;1 823.000
54132;795.000
;28.440
;49 181.000
54133;-248.000
;3 672.000
54134;-83.000
;1.000
;3.000
;5 425.000
;44 264.000
;101.161
;14 002.000
;9.000
;6.000
;936.000
;3.000
;325.000
39701;107.000
39702;32.000
39706;3.000
39703;121.000
;10.000
;20.940
34210;21.000
34202;19.000
34230;9.000
34201;68.000
34200;40.000
45605;79.000
45612;21.000
45613;16.000
45606;66.000
45614;25.000
45615;14.000
45607;83.000
45608;39.000
45609;40.000
45610;26.000
45611;23.000
45501;212.000
45505;330.000
45512;24.000
45513;15.000
45506;158.000
;1.000
45514;15.000
45502;116.000
;-121.000
45507;138.000
45508;59.000
45503;63.000
;-39.000
45509;1.000
45504;123.000
45510;25.000
45511;28.000
45650;10.000
45652;2.000
45651;9.000
34308;38.000
;15.000
34309;38.000
34310;44.000
34330;46.000
;1.000
34315;40.000
34306;45.000
34307;8.000
;13.000
29085;10.000
29088;7.000
29086;3.000
29089;2.000
29087;4.000
29090;3.000
29009;18.000
29018;5.000
29027;2.000
29012;50.000
29021;14.000
29041;17.000
29015;18.000
29024;24.000
29030;4.000
;-1.000
;2.000
29080;3.000
29070;8.000
29073;5.000
29071;3.000
29074;2.000
29072;2.000
29075;
29008;15.000
29017;10.000
29026;3.000
29011;46.000
29020;36.000
29040;12.000
29076;-1.000
29014;9.000
29023;-5.000
29029;5.000
43030;226.000
43010;151.000
43011;322.000
43001;3 298.000
43002;2 301.000
43003;2 781.000
43004;1 711.000
43005;552.000
43006;210.000
43110;2 730.000
43112;1 538.000
43111;1 086.000
43113;315.000
43101;-148.000
43103;-2.000
43104;-17.000
43105;181.000
43106;102.000
;30.000
12504;2.000
;5.000
;16.500
34005;5.000
24036;15.000
24040;20.000
24033;15.000
24032;11.000
24035;18.000
24034;4.000
24039;1.000
24052;
;70.000
24005;10.000
24004;
24018;4.000
;34.000
24017;22.000
24031;5.000
;15.000
;8.000
24041;7.000
24038;17.000
24037;13.000
35307;1.000
;-4.000
;-1.000
25103;18.000
25104;31.000
25130;12.000
25105;16.000
49044;3.000
49020;2.000
49021;-3.000
;1.000
49039;7.000
49071;4.000
47001;1.000
47011;1.000
47009;-1.000
;6.000
49355;6.000
49237;11.000
49238;7.000
49356;5.000
49278;3.000
49207;9.000
49206;6.000
11819;11.000
11813;5.000
;428.000
28922;2.000
28331;2.000
28726;1.000
28820;4.000
;22.000
;1.000
49432;1.000
;2.000
39817;179.000
13890;1.000
28509;1.000
49201;20.000
49202;-10.000
;3.000
;-3.000
;-4.000
;-2.000
49205;13.000
20707;1.000
20703;11.000
20719;10.000
20713;5.000
;15.000
20720;12.000
20725;
;11.000
11418;5.000
30831;7.000
30832;1.000
;7.000
11417;10.000
;2.000
;10.000
49226;6.000
12104;68.000
12103;2.000
12105;5.000
12106;5.000
;-12.000
;-1.000
23212;18.000
23217;28.000
;1.000
23213;31.000
;4.000
23222;5.000
;-2.000
23215;108.000
23214;20.000
20322;-23.000
20316;7.000
20312;12.000
20309;31.000
20300;40.000
20315;-3.000
20306;8.000
20310;37.000
20307;14.000
20320;
49429;
49428;2.000
49458;2.000
13432;20.000
;20.500
;116.228
;-1.000
41600;-219.000
;-1.000
20204;-2.000
20216;31.000
20212;2.000
;85.000
20201;5.000
20207;10.000
20203;13.000
;-3.000
23017;10.000
23065;1.000
23023;1.000
23018;17.000
;
23019;6.000
23014;-10.000
;-2.000
23068;4.000
23021;1.000
23016;-4.000
23064;6.000
23075;36.000
23062;1.000
23063;49.000
;1.000
39822;58.000
39816;51.000
43810;850.000
;10.000
43803;91.000
43804;-6.000
;200.000
43801;186.000
;2 486.000
43802;300.000
23102;8.000
;10.000
23100;1.000
12011;-5.000
;1.000
23103;-669.000
23104;137.000
23117;-66.000
23105;54.000
23106;119.000
23107;1.000
23121;1.000
23110;141.000
23108;288.000
23118;60.000
23109;11.000
23119;2.000
;5.000
23111;1.000
23124;94.000
48018;1.000
48007;1.000
48004;1.000
;20.000
15226;1.000
;-1.000
15225;-1.000
;1.000
;1.000
;-1.000
;-2.000
;2.000
15611;1.000
;1.000
;-1.000
15610;-1.000
15605;1.000
;1.000
49445;3.000
49438;1.000
13424;3.000
;1.000
13415;2.000
13440;-1.000
13422;3.000
13416;2.000
;25.000
13430;4.000
13419;2.000
13418;1.000
13421;23.000
;2.000
13441;10.000
13442;7.000
13443;6.000
13444;4.000
13408;3.000
13406;9.000
13407;8.000
13105;1.000
13107;1.000
13109;1.000
13116;6.000
13111;1.000
36215;1.000
36251;2.000
36216;1.000
36252;2.000
;2.000
;-3.000
;-12.000
13508;-4.000
;3.000
13509;-1.000
;-2.000
13504;-20.000
;22.000
;38.000
13506;-14.000
;11.000
13511;1.000
;8.000
;-45.000
;4.000
;-4.000
26038;3.000
26039;-3.000
37005;1.000
37006;16.000
37004;21.000
;20.000
37019;124.000
37020;86.000
37018;118.000
;
;65.000
;2.000
;-3.000
36210;4.000
36242;16.000
36211;16.000
36243;-16.000
36212;19.000
36244;10.000
36245;14.000
36246;2.000
36213;4.000
36248;5.000
36209;6.000
36214;7.000
36250;7.000
40002;-1.000
40002;-10.000
40002;12.000
40002;7.500
40002;4.500
36221;3.000
36222;3.000
36253;2.000
36207;4.000
;1.000
;-1.000
25505;-5.000
25508;-2.000
25506;-13.000
25509;-2.000
;150.000
11800;17.000
11803;36.000
;16.000
;3.000
;1.000
14150;4.000
14151;2.000
14152;1.000
14154;2.000
14140;
14142;20.000
14143;5.000
14144;5.000
;-1.000
;4.000
49022;30.000
49037;3.000
;1.000
;1.000
;1.000
;-1.000
63010;2.000
;1.000
;1.000
18402;24.000
18403;18.000
18401;36.000
;-10.000
;5.000
;10.000
12095;9.000
12015;7.000
12063;15.000
12064;4.000
12018;24.000
12060;18.000
12067;10.000
12061;17.000
12062;18.000
12065;9.000
12066;4.000
12016;14.000
12091;30.000
12033;21.000
12075;14.000
12076;11.000
12058;15.000
12081;14.000
12059;
;1.000
;-5.000
;10.000
13312;6.000
13311;2.000
13306;4.000
13310;6.000
13302;1.000
;1.000
;1.000
27022;87.000
27028;79.000
27048;70.000
27042;7.000
27023;51.000
27021;86.000
27024;63.000
39408;8.000
;-4.000
39402;123.000
39401;-106.000
39403;163.000
39404;173.000
39501;29.000
39405;-26.000
39407;50.000
39805;193.000
39811;5.000
;2.000
;46.000
39412;109.000
39411;-3.000
39409;-8.000
39414;102.000
39416;118.000
39417;7.000
39601;3.000
39301;37.000
39302;
39415;1.000
39418;40.000
;2.000
27017;-3.000
27026;184.000
27027;49.000
27062;22.000
39807;66.000
39806;74.000
39812;61.000
;50.000
;56.000
13426;10.000
13437;1.000
46039;340.000
;-4.000
49269;1 386.000
;-50.000
49258;19.000
49257;442.000
49256;62.000
49270;2 394.000
49216;105.000
49277;47.000
49260;397.000
49392;128.000
49390;58.000
49391;167.000
49481;10.000
49212;484.000
49213;315.000
49214;302.000
49217;225.000
49480;26.000
12102;1.000
12093;1.000
;-1.000
;-30.000
;-4.000
;21.700
;12.000
;2.000
23043;22.000
;6.000
;-1.000
;-3.000
20116;56.000
;3.000
46608;199.000
;4.000
46637;32.000
46618;9.000
46619;269.000
;-1.000
46606;9.000
46616;-8.000
46641;1.000
;46.000
46617;407.000
46633;30.000
;1.000
46636;425.000
46635;-10.000
46631;
;176.000
;56.000
46639;178.000
;75.000
46642;115.000
46640;6.000
46605;47.000
46620;142.000
46621;87.000
46622;78.000
46623;652.000
46625;563.000
;40.000
;7.000
12113;1 332.000
;99.500
;178 705.000
26062;800.000
26061;3 150.000
26060;88 420.000
54166;-700.000
54165;-10.000
12115;25.000
12116;14.000
;-1.000
12114;1 394.000
;1.000
;-52.000
18501;41.000
18502;69.000
;-69.000
18503;47.000
;150.000
18504;21.000
;-30.000
18505;27.000
;37.000
18507;44.000
18506;33.000
46628;42.000
46638;37.000
;-1.000
;1.000
13436;2.000
;1.000
13425;1.000
13427;-1.000
;1.000
;1.000
;1.000
13403;1.000
13431;1.000
15630;20.000
;10.000
15621;77.000
11834;23.000
11830;61.000
11835;22.000
11836;38.000
35711;1.000
35712;1.000
;-2.000
49170;
49171;21.000
49376;8.000
49114;1.000
49185;
;7.000
49156;6.000
49372;3.000
49370;2.000
;2.000
;1.000
49371;18.000
41916;419.000
41915;193.000
;915.000
;610.000
;610.000
;610.000
;835.000
41701;2 785.000
41703;1 422.000
41702;2 426.000
41706;110.000
41704;1 770.000
41707;455.000
62304;-1.000
62204;2.000
62502;12.000
41900;549.000
43413;55.000
43401;182.000
43402;252.000
43403;254.000
43404;218.000
43405;150.000
43406;360.000
43407;22.000
43408;172.000
43409;66.000
43410;74.000
43411;114.000
;6.000
43412;20.000
43601;19.000
43602;-1.000
49218;7.000
;-1.000
49280;7.000
49281;7.000
49282;5.000
49283;6.000
